pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	PPI
4f3f	B	A	0	C	protein		mesothelin	IMMUNE SYSTEM	05/09/12	Crystal Structure of Msln7-64 MORAb-009 FAB complex	MUS MUSCULUS; HOMO SAPIENS			homo sapiens	Xia, D., Pastan, I., Ma, J., Tang, W.K., Esser, L.	2.65	X-RAY DIFFRACTION	0.222	0.177	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	4F3F_BA_C
5v6m	H	L	0	P	peptide		envelope glycoprotein gp120 v3 peptide of con b sequence	VIRAL PROTEIN/IMMUNE SYSTEM	03/17/17	Crystal Structure of Rabbit Anti-HIV-1 gp120 V3 Fab 10A3 in complex with V3 peptide ConB	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	human immunodeficiency virus 1	Pan, R., Kong, X.-P.	1.9	X-RAY DIFFRACTION	0.224	0.179	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	5V6M_HL_P
6phb	D	C	0	I	protein		25 kda ookinete surface antigen	IMMUNE SYSTEM	06/25/19	Pfs25 in complex with the human transmission blocking antibody 2530	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	McLeod, B.R., Julien, J.P.	2.0	X-RAY DIFFRACTION	0.209	0.177	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	6PHB_DC_I
6phb	B	A	0	E	protein		25 kda ookinete surface antigen	IMMUNE SYSTEM	06/25/19	Pfs25 in complex with the human transmission blocking antibody 2530	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	McLeod, B.R., Julien, J.P.	2.0	X-RAY DIFFRACTION	0.209	0.177	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	6PHB_BA_E
4jkp	H	L	0	G	protein		gp120	viral protein/immune system	03/11/13	Restricting HIV-1 Pathways for Escape using Rationally-Designed Anti-HIV-1 Antibodies	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Diskin, R., Bjorkman, P.J.	2.82	X-RAY DIFFRACTION	0.231	0.193	False	True	unknown	IGKV3	Kappa	None	None	None	None	None	4JKP_HL_G
5i8o	H	L	0	H	carbohydrate	FUC	polysaccharide	IMMUNE SYSTEM	02/19/16	HMM5 Fab in complex with disaccharide	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Andersen, G.R., Tjerrild, L.M., Spillner, E.	1.8	X-RAY DIFFRACTION	0.205	0.16399999999999998	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	5I8O_HL_H
5mo9	H	L	0	X	protein		bdnf/nt-3 growth factors receptor	IMMUNE SYSTEM	12/14/16	Structure of human TrkB receptor ligand binding domain in complex with the Fab frgment of antibody AB20	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Hoerer, S.	2.594	X-RAY DIFFRACTION	0.224	0.19	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	5MO9_HL_X
4dgy	H	L	0	A	peptide		e2 peptide	IMMUNE SYSTEM/VIRAL PROTEIN	01/27/12	Structure of the Hepatitis C virus envelope glycoprotein E2 antigenic region 412-423 bound to the broadly neutralizing antibody HCV1, C2 form	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus	Kong, L., Wilson, I.A., Law, M.	1.798	X-RAY DIFFRACTION	0.221	0.188	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	4DGY_HL_A
6flb	H	L	0	G	protein		domain iii of dengue virus 2	VIRAL PROTEIN	01/25/18	3H5 Fab bound to EDIII of DenV 2 Xtal form 2	DENGUE VIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	dengue virus 2	Flanagan, A., Renner, M., Grimes, J.M.	2.2	X-RAY DIFFRACTION	0.218	0.17600000000000002	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6FLB_HL_G
3go1	H	L	0	P	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM	03/18/09	Crystal structure of anti-HIV-1 Fab 268-D in complex with V3 peptide MN	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Kong, X.P., Burke, V.J.	1.89	X-RAY DIFFRACTION	0.213	0.191	False	False	IGHV4	IGLV3	Lambda	None	None	None	None	None	3GO1_HL_P
4lvo	C	B	0	A	protein		subtilisin-like serine protease	HYDROLASE/INHIBITOR/IMMUNE SYSTEM	07/26/13	Crystal structure of PfSUB1-prodomain-NIMP.M7 Fab complex with added CaCl2	PLASMODIUM FALCIPARUM; MUS MUSCULUS	mus musculus	mus musculus	plasmodium falciparum	Withers-Martinez, C., Blackman, M.J.	2.26	X-RAY DIFFRACTION	0.236	0.191	False	False	IGHV3	IGKV4	Kappa	None	None	None	None	None	4LVO_CB_A
3p0y	H	L	0	A	protein		epidermal growth factor receptor	IMMUNE SYSTEM	09/29/10	anti-EGFR/HER3 Fab DL11 in complex with domain III of EGFR extracellular region	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Shia, S.	1.8	X-RAY DIFFRACTION	0.215	0.18100000000000002	False	True	IGHV3	IGKV1	Kappa	1.92E-09	-12.36	SPR	37	22014573	3P0Y_HL_A
5t78	D	C	0	E	peptide		muc1 glycopeptide	IMMUNE SYSTEM	09/02/16	Crystal structure of therapeutic mAB AR20.5 in complex with MUC1 peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Brooks, C.L., Movahedin, M.	2.2	X-RAY DIFFRACTION	0.221	0.19399999999999998	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None	5T78_DC_E
5t78	B	A	0	F	peptide		muc1 glycopeptide	IMMUNE SYSTEM	09/02/16	Crystal structure of therapeutic mAB AR20.5 in complex with MUC1 peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Brooks, C.L., Movahedin, M.	2.2	X-RAY DIFFRACTION	0.221	0.19399999999999998	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None	5T78_BA_F
6p3r	C	D	0	E	protein		hemagglutinin	VIRAL PROTEIN	05/24/19	crystal structure of human Fab H5.31 in complex with influenza A H5N1 Vietnam hemagglutinin head domain	HOMO SAPIENS; INFLUENZA A VIRUS (A/CHICKEN/VIETNAM/32/2004(H5N1))	homo sapiens	homo sapiens	influenza a virus(a/chicken/vietnam/32/2004(h5n1)) 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.226	0.192	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6P3R_CD_E
6p3r	A	B	0	L	protein		hemagglutinin	VIRAL PROTEIN	05/24/19	crystal structure of human Fab H5.31 in complex with influenza A H5N1 Vietnam hemagglutinin head domain	HOMO SAPIENS; INFLUENZA A VIRUS (A/CHICKEN/VIETNAM/32/2004(H5N1))	homo sapiens	homo sapiens	influenza a virus(a/chicken/vietnam/32/2004(h5n1)) 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.226	0.192	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6P3R_AB_L
5occ	H	L	0	A	protein		low affinity immunoglobulin gamma fc region receptor ii-b	IMMUNE SYSTEM	06/30/17	Crystal structure of CD32b (Fc Gamma Receptor IIb) in complex with Human IgG1 Fab fragment (6G08)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Tews, I., Orr, C.	2.5	X-RAY DIFFRACTION	0.261	0.192	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None	5OCC_HL_A
5eu7	F	D	0	B	protein		integrase	VIRAL PROTEIN	11/18/15	Crystal structure of HIV-1 integrase catalytic core in complex with Fab	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Galilee, M., Griner, S.L., Stroud, R.M., Alian, A.	2.64	X-RAY DIFFRACTION	0.233	0.18100000000000002	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	5EU7_FD_B
5eu7	E	C	0	A	protein		integrase	VIRAL PROTEIN	11/18/15	Crystal structure of HIV-1 integrase catalytic core in complex with Fab	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Galilee, M., Griner, S.L., Stroud, R.M., Alian, A.	2.64	X-RAY DIFFRACTION	0.233	0.18100000000000002	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	5EU7_EC_A
6o41	B	A	0	N	protein		immunoglobulin g-binding protein g (domain iii)	IMMUNE SYSTEM	02/27/19	Crystal structure of the unbound PGZL1 germline Fab fragment (PGZL1_gVmDmJ)	HOMO SAPIENS; STREPTOCOCCUS SP. GROUP G	homo sapiens	homo sapiens	streptococcus sp. group g	Irimia, A., Wilson, I.A.	2.465	X-RAY DIFFRACTION	0.219	0.16899999999999998	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6O41_BA_N
6pze	H	L	0	A	protein		neuraminidase	IMMUNE SYSTEM	07/31/19	Crystal structure of human NA-45 Fab in complex with neuraminidase Y169aH mutant from A/Shanghai/2/2013 (H7N9)	INFLUENZA A VIRUS (A/SHANGHAI/02/2013(H7N9)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/shanghai/02/2013(h7n9))	Zhu, X., Wilson, I.A.	2.3	X-RAY DIFFRACTION	0.197	0.156	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None	6PZE_HL_A
5anm	D	C	0	E	protein		ig epsilon chain c region	IMMUNE SYSTEM	09/07/15	Crystal structure of IgE Fc in complex with a neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cohen, E.S., Dobson, C.L., Kack, H., Wang, B., Sims, D.A., Lloyd, C.O., England, E., Rees, D.G., Guo, H., Karagiannis, S.N., O'Brien, S., Persdotter, S., Ekdahl, H., Butler, R., Keyes, F., Oakley, S., Carlsson, M., Briend, E., Wilkinson, T., Anderson, I.K., Monk, P.D., vonWachenfeldt, K., Eriksson, P.O., Gould, H.J., Vaughan, T.J., May, R.D.	2.85	X-RAY DIFFRACTION	0.25993	0.19552999999999998	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None	5ANM_DC_E
5anm	H	L	0	F	protein		ig epsilon chain c region	IMMUNE SYSTEM	09/07/15	Crystal structure of IgE Fc in complex with a neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cohen, E.S., Dobson, C.L., Kack, H., Wang, B., Sims, D.A., Lloyd, C.O., England, E., Rees, D.G., Guo, H., Karagiannis, S.N., O'Brien, S., Persdotter, S., Ekdahl, H., Butler, R., Keyes, F., Oakley, S., Carlsson, M., Briend, E., Wilkinson, T., Anderson, I.K., Monk, P.D., vonWachenfeldt, K., Eriksson, P.O., Gould, H.J., Vaughan, T.J., May, R.D.	2.85	X-RAY DIFFRACTION	0.25993	0.19552999999999998	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None	5ANM_HL_F
5anm	B	A	0	G	protein		ig epsilon chain c region	IMMUNE SYSTEM	09/07/15	Crystal structure of IgE Fc in complex with a neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cohen, E.S., Dobson, C.L., Kack, H., Wang, B., Sims, D.A., Lloyd, C.O., England, E., Rees, D.G., Guo, H., Karagiannis, S.N., O'Brien, S., Persdotter, S., Ekdahl, H., Butler, R., Keyes, F., Oakley, S., Carlsson, M., Briend, E., Wilkinson, T., Anderson, I.K., Monk, P.D., vonWachenfeldt, K., Eriksson, P.O., Gould, H.J., Vaughan, T.J., May, R.D.	2.85	X-RAY DIFFRACTION	0.25993	0.19552999999999998	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None	5ANM_BA_G
5bv7	C	B	0	A	protein		phosphatidylcholine-sterol acyltransferase	HYDROLASE/IMMUNE SYSTEM	06/04/15	Crystal structure of human LCAT (L4F, N5D) in complex with Fab of an agonistic antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Piper, D.E., Romanow, W.G., Thibault, S.T., Walker, N.P.C.	2.45	X-RAY DIFFRACTION	0.242	0.18899999999999997	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None	5BV7_CB_A
5bv7	H	L	0	A	protein		phosphatidylcholine-sterol acyltransferase	HYDROLASE/IMMUNE SYSTEM	06/04/15	Crystal structure of human LCAT (L4F, N5D) in complex with Fab of an agonistic antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Piper, D.E., Romanow, W.G., Thibault, S.T., Walker, N.P.C.	2.45	X-RAY DIFFRACTION	0.242	0.18899999999999997	False	False	IGHV4	IGLV3	Lambda	None	None	None	None	None	5BV7_HL_A
5vag	C	B	0	A	protein		hemagglutinin	IMMUNE SYSTEM	03/26/17	Crystal structure of H7-specific antibody m826 in complex with the HA1 domain of hemagglutinin from H7N9 influenza virus	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Song, H., Ying, T., Ji, X.	1.9	X-RAY DIFFRACTION	0.227	0.191	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	5VAG_CB_A
1ktr	H	L	0	P	peptide		oligohistidine peptide antigen	IMMUNE SYSTEM	01/17/02	Crystal Structure of the Anti-His Tag Antibody 3D5 Single-Chain Fragment (scFv) in Complex with a Oligohistidine peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Kaufmann, M., Lindner, P., Honegger, A., Blank, K., Tschopp, M., Capitani, G., Plueckthun, A., Gruetter, M.G.	2.7	X-RAY DIFFRACTION	0.222	0.19	True	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	1KTR_HL_P
3hi6	H	L	0	A	protein		integrin alpha-l	cell adhesion/immune system	05/19/09	Crystal structure of intermediate affinity I domain of integrin LFA-1 with the Fab fragment of its antibody AL-57	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wang, J.	2.3	X-RAY DIFFRACTION	0.226	0.17	False	True	IGHV3	IGKV1	Kappa	4.70E-06	-7.26	SPR		19805116	3HI6_HL_A
3hi6	X	Y	0	B	protein		integrin alpha-l	cell adhesion/immune system	05/19/09	Crystal structure of intermediate affinity I domain of integrin LFA-1 with the Fab fragment of its antibody AL-57	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wang, J.	2.3	X-RAY DIFFRACTION	0.226	0.17	False	True	IGHV3	IGKV1	Kappa	4.70E-06	-7.26	SPR		19805116	3HI6_XY_B
7bei	H	L	0	E	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-150 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.3	X-RAY DIFFRACTION	0.232	0.184	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	7BEI_HL_E
4lkx	A	B	0	R	peptide		cemx segment	IMMUNE SYSTEM	07/09/13	Humanized antibody 4B12 Fab complexed with a CemX segment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Chu, H.M., Wright, J., Chan, Y.H., Lin, C.J., Chang, T.W., Lim, C.	1.92	X-RAY DIFFRACTION	0.229	0.18	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	4LKX_AB_R
1fbi	H	L	0	X	protein		guinea fowl lysozyme	COMPLEX (ANTIBODY/ANTIGEN)	01/19/95	CRYSTAL STRUCTURE OF A CROSS-REACTION COMPLEX BETWEEN FAB F9.13.7 AND GUINEA-FOWL LYSOZYME	MUS MUSCULUS; NUMIDA MELEAGRIS	mus musculus	mus musculus	numida meleagris	Lescar, J., Alzari, P.M.	3.0	X-RAY DIFFRACTION	unknown	0.19	False	True	IGHV1	IGKV10	Kappa	None	None	None	None	None	1FBI_HL_X
1fbi	Q	P	0	Y	protein		guinea fowl lysozyme	COMPLEX (ANTIBODY/ANTIGEN)	01/19/95	CRYSTAL STRUCTURE OF A CROSS-REACTION COMPLEX BETWEEN FAB F9.13.7 AND GUINEA-FOWL LYSOZYME	MUS MUSCULUS; NUMIDA MELEAGRIS	mus musculus	mus musculus	numida meleagris	Lescar, J., Alzari, P.M.	3.0	X-RAY DIFFRACTION	unknown	0.19	False	True	IGHV1	IGKV10	Kappa	None	None	None	None	None	1FBI_QP_Y
6x1s	C	D	0	J	peptide		nm23-1-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC1-1) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R.L., Wilson, I.A., Hunter, T.	1.65	X-RAY DIFFRACTION	0.226	0.2	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6X1S_CD_J
6x1s	H	L	0	I	peptide		nm23-1-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC1-1) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R.L., Wilson, I.A., Hunter, T.	1.65	X-RAY DIFFRACTION	0.226	0.2	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6X1S_HL_I
6x1s	A	B	0	K	peptide		nm23-1-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC1-1) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R.L., Wilson, I.A., Hunter, T.	1.65	X-RAY DIFFRACTION	0.226	0.2	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6X1S_AB_K
6x1s	E	F	0	G	peptide		nm23-1-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC1-1) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R.L., Wilson, I.A., Hunter, T.	1.65	X-RAY DIFFRACTION	0.226	0.2	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6X1S_EF_G
1nma	H	L	0	N	protein		n9 neuraminidase	COMPLEX (HYDROLASE/IMMUNOGLOBULIN)	05/06/94	N9 NEURAMINIDASE COMPLEXES WITH ANTIBODIES NC41 AND NC10: EMPIRICAL FREE-ENERGY CALCULATIONS CAPTURE SPECIFICITY TRENDS OBSERVED WITH MUTANT BINDING DATA	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Tulip, W.R., Varghese, J.N., Colman, P.M.	3.0	X-RAY DIFFRACTION	unknown	0.2	False	False	IGHV1	IGKV10	Kappa	1.40E-08	-10.8	Other	10	8397785	1NMA_HL_N
6u8d	H	L	0	A	nucleic-acid		jiiiabc rna (68-mer)	RNA/Immune System	09/04/19	Crystal structure of hepatitis C virus IRES junction IIIabc in complex with Fab HCV2	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepacivirus c	Koirala, D., Lewicka, A., Koldobskaya, Y., Huang, H., Piccirilli, J.A.	1.807	X-RAY DIFFRACTION	0.209	0.174	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6U8D_HL_A
5aum	A	B	0	D	peptide		peptide renlyfqgkdg	IMMUNE SYSTEM/PEPTIDE	04/30/15	Crystal structure of a Fab fragment with the ligand peptide	RATTUS; SYNTHETIC CONSTRUCT	rattus	rattus	potyviridae	Kitago, Y., Takagi, J.	2.05	X-RAY DIFFRACTION	0.221	0.18899999999999997	False	True	IGHV10	IGKV2	Kappa	None	None	None	None	None	5AUM_AB_D
5aum	H	L	0	C	peptide		peptide renlyfqgkdg	IMMUNE SYSTEM/PEPTIDE	04/30/15	Crystal structure of a Fab fragment with the ligand peptide	RATTUS; SYNTHETIC CONSTRUCT	rattus	rattus	potyviridae	Kitago, Y., Takagi, J.	2.05	X-RAY DIFFRACTION	0.221	0.18899999999999997	False	True	IGHV10	IGKV2	Kappa	None	None	None	None	None	5AUM_HL_C
5nph	H	L	0	A	peptide		genome polyprotein	IMMUNE SYSTEM	04/16/17	Structure of the Hepatitis C virus strain J4 glycoprotein E2 antigenic region 532-540 bound to the Fab fragment of the non-neutralizing antibody DAO5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	hepatitis c virus	Vasiliauskaite, I., Rey, F.A., Krey, T.	1.7	X-RAY DIFFRACTION	0.203	0.179	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None	5NPH_HL_A
2eh8	H	L	0	P	peptide		pres1/pres2/surface protein	IMMUNE SYSTEM	03/05/07	Crystal structure of the complex of humanized KR127 fab and PRES1 peptide epitope	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Chi, S.-W., Kim, S.-J., Maeng, C.-Y., Hong, H.J., Ryu, S.-E.	2.6	X-RAY DIFFRACTION	0.258	0.193	False	True	IGHV1	IGKV1	Kappa	1.10E-08	-11.29	Other	37	17517649	2EH8_HL_P
5hhv	H	L	0	A	protein		interleukin-17a	IMMUNE SYSTEM/INHIBITOR	01/11/16	Inhibiting complex IL-17A and IL-17RA interactions with a linear peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Liu, S.	2.2	X-RAY DIFFRACTION	0.236	0.198	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None	5HHV_HL_A
6b5r	H	L	0	A	peptide		pfcsp peptide 21asp-pro-asn 	IMMUNE SYSTEM	09/29/17	Structure of PfCSP peptide 21 with human antibody CIS42	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Pancera, M., Weidle, C.	1.775	X-RAY DIFFRACTION	0.237	0.191	False	True	IGHV7	IGLV2	Lambda	None	None	None	None	None	6B5R_HL_A
6pxh	C	D	0	A	protein		mers-cov s1-ntd	IMMUNE SYSTEM/Viral protein	07/26/19	Crystal Structure of MERS-CoV S1-NTD bound with G2 Fab	MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome-relatedcoronavirus 	Wang, N., McLellan, J.S.	2.3	X-RAY DIFFRACTION	0.213	0.18	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6PXH_CD_A
6pxh	H	L	0	B	protein		mers-cov s1-ntd	IMMUNE SYSTEM/Viral protein	07/26/19	Crystal Structure of MERS-CoV S1-NTD bound with G2 Fab	MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome-relatedcoronavirus 	Wang, N., McLellan, J.S.	2.3	X-RAY DIFFRACTION	0.213	0.18	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6PXH_HL_B
1mfd	H	L	0	H	carbohydrate	GLA	polysaccharide	IMMUNOGLOBULIN	10/25/93	THE SOLUTION STRUCTURE OF A TRISACCHARIDE-ANTIBODY COMPLEX: COMPARISON OF NMR MEASUREMENTS WITH A CRYSTAL STRUCTURE	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Zdanov, A., Cygler, M.	2.1	X-RAY DIFFRACTION	unknown	0.183	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None	1MFD_HL_H
5ies	H	L	0	C	protein		germline-targeting hiv-1 gp120 engineered outer domain eod-gt8 	IMMUNE SYSTEM/ VIRAL PROTEIN	02/25/16	Crystal structure of VRC01c-HuGL2 Fab from an HIV-1 naive donor in complex with with a germline-targeting gp120 engineered outer domain eOD-GT8 at 2.16 A	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Sarkar, A., Wilson, I.A.	2.16	X-RAY DIFFRACTION	0.214	0.18899999999999997	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5IES_HL_C
4i77	H	L	0	Z	protein		interleukin-13	IMMUNE SYSTEM/CYTOKINE	11/30/12	Lebrikizumab Fab bound to IL-13	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Ultsch, M.	1.9	X-RAY DIFFRACTION	0.219	0.179	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None	4I77_HL_Z
6me1	A	B	0	F	peptide		envelope glycoprotein gp160	VIRAL PROTEIN	09/05/18	Crystal structure of the clade B isolate B41 mutant fusion peptide (residues 512-521) in complex with VRC34.01	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus type 1	Kumar, S., Sarkar, A., Wilson, I.A.	1.97	X-RAY DIFFRACTION	0.238	0.19899999999999998	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6ME1_AB_F
6me1	C	D	0	E	peptide		envelope glycoprotein gp160	VIRAL PROTEIN	09/05/18	Crystal structure of the clade B isolate B41 mutant fusion peptide (residues 512-521) in complex with VRC34.01	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus type 1	Kumar, S., Sarkar, A., Wilson, I.A.	1.97	X-RAY DIFFRACTION	0.238	0.19899999999999998	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6ME1_CD_E
5yd4		A	0	B	peptide		epitope peptide (mutation t6a)	IMMUNE SYSTEM	09/11/17	Crystal structure of the scFv antibody 4B08 with epitope peptide (mutation T6A)	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens	Caaveiro, J.M.M., Miyanabe, K., Tsumoto, K.	1.35	X-RAY DIFFRACTION	0.173	0.135	True	True	unknown	unknown	unknown	None	None	None	None	None	5YD4_A_B
5yd4		G	0	H	peptide		epitope peptide (mutation t6a)	IMMUNE SYSTEM	09/11/17	Crystal structure of the scFv antibody 4B08 with epitope peptide (mutation T6A)	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens	Caaveiro, J.M.M., Miyanabe, K., Tsumoto, K.	1.35	X-RAY DIFFRACTION	0.173	0.135	True	True	unknown	unknown	unknown	None	None	None	None	None	5YD4_G_H
5yd4		E	0	F	peptide		epitope peptide (mutation t6a)	IMMUNE SYSTEM	09/11/17	Crystal structure of the scFv antibody 4B08 with epitope peptide (mutation T6A)	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens	Caaveiro, J.M.M., Miyanabe, K., Tsumoto, K.	1.35	X-RAY DIFFRACTION	0.173	0.135	True	True	unknown	unknown	unknown	None	None	None	None	None	5YD4_E_F
