pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4o58	H	L	0	A	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	12/19/13	Crystal structure of broadly neutralizing antibody F045-092 in complex with A/Victoria/3/1975 (H3N2) influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Lee, P.S., Wilson, I.A.	2.7501	X-RAY DIFFRACTION	0.224	0.177	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
3q6g	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/31/10	Crystal structure of Fab of rhesus mAb 2.5B specific for quaternary neutralizing epitope of HIV-1 gp120	MACACA MULATTA	macaca mulatta	macaca mulatta		Spurrier, B., Sampson, J., Totrov, M., Li, H., O'Neal, T., William, C., Robinson, J., Gorny, M.K., Zolla-Pazner, S., Kong, X.P.	1.902	X-RAY DIFFRACTION	0.231	0.191	False	False	IGHV4	IGLV3	Lambda	None	None	None	None	None
3q6g	I	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/31/10	Crystal structure of Fab of rhesus mAb 2.5B specific for quaternary neutralizing epitope of HIV-1 gp120	MACACA MULATTA	macaca mulatta	macaca mulatta		Spurrier, B., Sampson, J., Totrov, M., Li, H., O'Neal, T., William, C., Robinson, J., Gorny, M.K., Zolla-Pazner, S., Kong, X.P.	1.902	X-RAY DIFFRACTION	0.231	0.191	False	False	IGHV4	IGLV3	Lambda	None	None	None	None	None
7jxe	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/27/20	Mapping neutralizing and immunodominant sites on the SARS-CoV-2 spike receptor-binding domain by structure-guided high-resolution serology	HOMO SAPIENS	homo sapiens	homo sapiens		Tortorici, M.A., Park, Y.J., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	2.043	X-RAY DIFFRACTION	0.251	0.199	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
3tcl	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/09/11	Crystal Structure of HIV-1 Neutralizing Antibody CH04	HOMO SAPIENS	homo sapiens	homo sapiens		Louder, R.K., McLellan, J.S., Pancera, M., Yang, Y., Zhang, B., Bonsignori, M., Kwong, P.D.	1.906	X-RAY DIFFRACTION	0.238	0.196	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
3tcl	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/09/11	Crystal Structure of HIV-1 Neutralizing Antibody CH04	HOMO SAPIENS	homo sapiens	homo sapiens		Louder, R.K., McLellan, J.S., Pancera, M., Yang, Y., Zhang, B., Bonsignori, M., Kwong, P.D.	1.906	X-RAY DIFFRACTION	0.238	0.196	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6vel	H	L	0	C	protein	NA	ubiquitin-like protein, smt3,cadherin-1 chimera	CELL ADHESION/Immune System	01/02/20	Crystal Structure of Human E-cadherin bound by mouse monoclonal antibody 66E8Fab	MUS MUSCULUS; SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 / S288C); HOMO SAPIENS	mus musculus	mus musculus	saccharomyces cerevisiae (strain atcc 204508 /s288c), homo sapiens 	Seattle Structural Genomics Center for Infectious Disease, Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.65	X-RAY DIFFRACTION	0.233	0.183	False	True	IGHV1	IGKV16	Kappa	None	None	None	None	None
3s34	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/17/11	Structure of the 1121B Fab fragment	MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens		Franklin, M.C.	2.2	X-RAY DIFFRACTION	0.223	0.183	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5dr5	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/15	Crystal structure of the sclerostin-neutralizing Fab AbD09097	HOMO SAPIENS	homo sapiens	homo sapiens		Mueller, T.D., Boschert, V., Weidauer, S.E., Muth, E.M., Knappik, A., Frisch, C.	1.85	X-RAY DIFFRACTION	0.244	0.188	False	True	IGHV3	IGKV3D	Kappa	None	None	None	None	None
6ieb	H	L	0	A	protein	NA	nsmgngc	STRUCTURAL PROTEIN/IMMUNE SYSTEM	09/13/18	Structure of RVFV Gn and human monoclonal antibody R15	HOMO SAPIENS; RIFT VALLEY FEVER VIRUS	homo sapiens	homo sapiens	rift valley fever virus	Wang, Q.H., Wu, Y., Gao, F., Qi, J.X., Gao, G.F.	2.409	X-RAY DIFFRACTION	0.246	0.195	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
6ieb	E	F	0	B	protein	NA	nsmgngc	STRUCTURAL PROTEIN/IMMUNE SYSTEM	09/13/18	Structure of RVFV Gn and human monoclonal antibody R15	HOMO SAPIENS; RIFT VALLEY FEVER VIRUS	homo sapiens	homo sapiens	rift valley fever virus	Wang, Q.H., Wu, Y., Gao, F., Qi, J.X., Gao, G.F.	2.409	X-RAY DIFFRACTION	0.246	0.195	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
3uyp	A	A	0	B	protein	NA	envelope protein	IMMUNE SYSTEM	12/06/11	Crystal structure of the dengue virus serotype 4 envelope protein domain III in complex with the variable domains of Mab 4E11	MUS MUSCULUS; DENGUE VIRUS 4	mus musculus		dengue virus 4	Cockburn, J.J.B., Navarro Sanchez, M.E., Fretes, N., Urvoas, A., Staropoli, I., Kikuti, C.M., Coffey, L.L., Arenzana Seisdedos, F., Bedouelle, H., Rey, F.A.	2.0	X-RAY DIFFRACTION	0.201	0.181	True	True	unknown	unknown	unknown	None	None	None	None	None
4l5f	H	L	0	E	protein	NA	envelope protein	VIRAL PROTEIN, IMMUNE SYSTEM	06/11/13	Crystal Structure of DENV1-E106 Fab bound to DENV-1 Envelope protein DIII	DENGUE VIRUS 1; MUS MUSCULUS	mus musculus	mus musculus	dengue virus 1	Edeling, M.A., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	2.45	X-RAY DIFFRACTION	0.239	0.190	False	False	IGHV1	IGKV17	Kappa	None	None	None	None	None
6lkt	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/20/19	Crystal structure of the Fab fragment of murine monoclonal antibody KH-1 against Human herpesvirus 6B	MUS MUSCULUS	mus musculus	mus musculus		Nishimura, M., Novita, B.D., Kato, T., Tjan, L.H., Wang, B., Wakata, A., Poetranto, A.L., Kawabata, A., Tang, H., Aoshi, T., Mori, Y.	1.8	X-RAY DIFFRACTION	0.196	0.165	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
1h8o	B	B	0	NA	NA	NA	NA	ANTIBODY	02/14/01	Selection, characterization and X-ray  Structure of anti-ampicillin single  chain Fv fragments from phage-displayed murine antibody libraries	MUS MUSCULUS	mus musculus			Burmester, J., Spinelli, S., Pugliese, L., Krebber, A., Honegger, A., Jung, S., Schimmele, B., Cambillau, C., Pluckthun, A.	2.75	X-RAY DIFFRACTION	0.258	0.178	True	True	unknown	unknown	unknown	None	None	None	None	None
1h8o	A	A	0	NA	NA	NA	NA	ANTIBODY	02/14/01	Selection, characterization and X-ray  Structure of anti-ampicillin single  chain Fv fragments from phage-displayed murine antibody libraries	MUS MUSCULUS	mus musculus			Burmester, J., Spinelli, S., Pugliese, L., Krebber, A., Honegger, A., Jung, S., Schimmele, B., Cambillau, C., Pluckthun, A.	2.75	X-RAY DIFFRACTION	0.258	0.178	True	True	unknown	unknown	unknown	None	None	None	None	None
1ncd	H	L	0	N	protein	NA	influenza a subtype n9 neuraminidase	HYDROLASE(O-GLYCOSYL)	01/21/92	REFINED CRYSTAL STRUCTURE OF THE INFLUENZA VIRUS N9 NEURAMINIDASE-NC41 FAB COMPLEX	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Tulip, W.R., Varghese, J.N., Colman, P.M.	2.9	X-RAY DIFFRACTION	unknown	0.157	False	False	IGHV9	IGKV6	Kappa	None	None	None	None	None
2d7t	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/29/05	Crystal structure of human anti polyhydroxybutyrate antibody Fv	HOMO SAPIENS	homo sapiens	homo sapiens		Watanabe, H.	1.7	X-RAY DIFFRACTION	0.214	0.190	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4las	H	L	0	H	Hapten	1WF	4-[(2S)-2-(methylamino)propyl]phenol	IMMUNE SYSTEM	06/20/13	Crystal structures of a therapeutic single chain antibody in the free Form and in complex with amphetamine and 4-hydroxymethamphetamine	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Celical, R., Gokulan, K., Peterson, E.C., Varughese, K.I.	2.33	X-RAY DIFFRACTION	0.238	0.160	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
1eo8	H	L	0	A	protein	NA	hemagglutinin (ha1 chain)	Viral protein/Immune system	03/22/00	INFLUENZA VIRUS HEMAGGLUTININ COMPLEXED WITH A NEUTRALIZING ANTIBODY	INFLUENZA A VIRUS (A/X-31(H3N2)); MUS MUSCULUS	mus musculus	mus musculus	influenza a virus (a/x-31(h3n2))	Fleury, D., Gigant, B., Daniels, R.S., Skehel, J.J., Knossow, M., Bizebard, T.	2.8	X-RAY DIFFRACTION	0.298	0.196	False	False	IGHV1	IGKV4	Kappa	8.90E-09	-10.87	SPR	22	10899782
6z7x	B	A	0	NA	NA	NA	NA	PROTEIN BINDING	06/02/20	Insulin analytical antibody OXI-005 Fab	MUS MUSCULUS	mus musculus	mus musculus		Johansson, E.	2.15	X-RAY DIFFRACTION	0.253	0.195	False	True	IGHV5	IGKV19	Kappa	None	None	None	None	None
6osh	H	L	0	K	protein	NA	tyrosine-protein kinase transmembrane receptor ror2	IMMUNE SYSTEM	04/01/20	Potent and Selective Antitumor Antibody Targeting a Membrane-Proximal Epitope of ROR2	ORYCTOLAGUS CUNICULUS; HOMO SAPIENS	oryctolagus cuniculus	oryctolagus cuniculus	homo sapiens	Park, H., Rader, C.	1.117	X-RAY DIFFRACTION	0.169	0.162	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
2dd8	H	L	0	S	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	01/24/06	Crystal Structure of SARS-CoV Spike Receptor-Binding Domain Complexed with Neutralizing Antibody	HOMO SAPIENS; SARS CORONAVIRUS	homo sapiens	homo sapiens	sars coronavirus	Prabakaran, P., Gan, J.H., Feng, Y., Zhu, Z.Y., Xiao, X.D., Ji, X., Dimitrov, D.S.	2.3	X-RAY DIFFRACTION	0.261	0.199	False	True	IGHV1	IGLV3	Lambda	2.00E-08	-10.5	SPR	25	16597622
1for	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	05/24/94	STRUCTURE DETERMINATION OF AN FAB FRAGMENT THAT NEUTRALIZES HUMAN RHINOVIRUS AND ANALYSIS OF THE FAB-VIRUS COMPLEX	MUS MUSCULUS	mus musculus	mus musculus		Smith, T.J., Liu, H.	2.75	X-RAY DIFFRACTION	unknown	0.174	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5k59	E	F	0	B	protein	NA	uncharacterized leukocidin-like protein 1	IMMUNE SYSTEM	05/23/16	Crystal structure of LukGH from Staphylococcus aureus in complex with a neutralising antibody	STAPHYLOCOCCUS AUREUS (STRAIN USA300); HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus (strain usa300)	Welin, M., Logan, D.T., Badarau, A., Mirkina, I., Zauner, G., Dolezilkova, I., Nagy, E.	2.84	X-RAY DIFFRACTION	0.237	0.197	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
5k59	H	L	0	A	protein	NA	uncharacterized leukocidin-like protein 1	IMMUNE SYSTEM	05/23/16	Crystal structure of LukGH from Staphylococcus aureus in complex with a neutralising antibody	STAPHYLOCOCCUS AUREUS (STRAIN USA300); HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus (strain usa300)	Welin, M., Logan, D.T., Badarau, A., Mirkina, I., Zauner, G., Dolezilkova, I., Nagy, E.	2.84	X-RAY DIFFRACTION	0.237	0.197	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
1ind	H	L	0	H	Hapten	EOT	[(1-[(BIS-CARBOXYMETHYL-AMINO)-METHYL]-2-{4-[3-(2-HYDROXY-ETHYL)-THIOUREIDO]-PHENY}-ETHYL)-CARBOXYMETHYL-AMINO]-ACETIC ACID	IMMUNOGLOBULIN	06/14/93	HOW THE ANTI-(METAL CHELATE) ANTIBODY CHA255 IS SPECIFIC FOR THE METAL ION OF ITS ANTIGEN: X-RAY STRUCTURES FOR TWO FAB'(SLASH)HAPTEN COMPLEXES WITH DIFFERENT METALS IN THE CHELATE	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Love, R.A., Butler, W.F.	2.2	X-RAY DIFFRACTION	unknown	0.188	False	False	IGHV5	IGLV1	Lambda	2.50E-10	-13.62	Other	37	8218161
1f58	H	L	0	P	peptide	NA	protein (exterior membrane glycoprotein(gp120))	Viral protein/Immune system	10/21/98	IGG1 FAB FRAGMENT (58.2) COMPLEX WITH 24-RESIDUE PEPTIDE (RESIDUES 308-333 OF HIV-1 GP120 (MN ISOLATE) WITH ALA TO AIB SUBSTITUTION AT POSITION 323	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Stanfield, R.L., Cabezas, E., Satterthwait, A.C., Stura, E.A., Profy, A.T., Wilson, I.A.	2.0	X-RAY DIFFRACTION	0.256	0.196	False	False	IGHV3	IGKV3	Kappa	None	None	None	None	None
5ldn	H	L	0	A	protein	NA	hexon protein,hexon capsid	VIRAL PROTEIN	06/27/16	A viral capsid:antibody complex	HUMAN ADENOVIRUS C SEROTYPE 5; HUMAN ADENOVIRUS 5; MUS MUSCULUS	mus musculus	mus musculus	human adenovirus c serotype 5, human adenovirus5 	James, L.	2.7	X-RAY DIFFRACTION	0.223	0.164	False	True	IGHV2	IGKV6	Kappa	None	None	None	None	None
5i1e	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/05/16	CRYSTAL STRUCTURE OF HUMAN GERMLINE ANTIBODY IGHV3-53/IGKV1-39	HOMO SAPIENS	homo sapiens	homo sapiens		Teplyakov, A., Obmolova, G., Malia, T., Luo, J., Gilliland, G.	2.7	X-RAY DIFFRACTION	0.264	0.191	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
1dl7	H	L	0	L	Hapten	NCH	P-NITROPHENYL-PHOSPHOCHOLINE	IMMUNE SYSTEM	12/08/99	THE STRUCTURAL BASIS OF REPERTOIRE SHIFT IN AN IMMUNE RESPONSE TO PHOSPHOCHOLINE	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Schumacher, M., Brown, M.	2.35	X-RAY DIFFRACTION	0.265	0.189	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
6a3w	J	K	0	L	protein	NA	tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	06/17/18	Complex structure of 4-1BB and utomilumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Li, Y., Tan, S., Zhang, C., Chai, Y., Qi, J., Tien, P., Gao, S., Gao, G.F.	2.0	X-RAY DIFFRACTION	0.215	0.185	False	True	IGHV5	IGLV3	Lambda	None	None	None	None	None
6a3w	A	B	0	C	protein	NA	tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	06/17/18	Complex structure of 4-1BB and utomilumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Li, Y., Tan, S., Zhang, C., Chai, Y., Qi, J., Tien, P., Gao, S., Gao, G.F.	2.0	X-RAY DIFFRACTION	0.215	0.185	False	True	IGHV5	IGLV3	Lambda	None	None	None	None	None
6a3w	D	E	0	F	protein	NA	tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	06/17/18	Complex structure of 4-1BB and utomilumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Li, Y., Tan, S., Zhang, C., Chai, Y., Qi, J., Tien, P., Gao, S., Gao, G.F.	2.0	X-RAY DIFFRACTION	0.215	0.185	False	True	IGHV5	IGLV3	Lambda	None	None	None	None	None
6a3w	G	H	0	I	protein	NA	tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	06/17/18	Complex structure of 4-1BB and utomilumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Li, Y., Tan, S., Zhang, C., Chai, Y., Qi, J., Tien, P., Gao, S., Gao, G.F.	2.0	X-RAY DIFFRACTION	0.215	0.185	False	True	IGHV5	IGLV3	Lambda	None	None	None	None	None
3i2c	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/29/09	Crystal structure of anti-IL-23 antibody CNTO4088	MUS MUSCULUS	mus musculus	mus musculus		Teplyakov, A., Obmolova, G., Gilliland, G.L.	2.8	X-RAY DIFFRACTION	0.235	0.196	False	True	IGHV10	IGKV3	Kappa	None	None	None	None	None
1xf5	D	C	0	Q	peptide	NA	capsid protein c	IMMUNE SYSTEM	09/14/04	Complex HCV core-Fab 19D9D6-Protein L mutant (H74C, Y64W)in space group P21212	FINEGOLDIA MAGNA; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Menez, R., Housden, N.G., Harrison, S., Jolivet-Reynaud, C., Gore, M.G., Stura, E.A.	2.6	X-RAY DIFFRACTION	0.240	0.199	False	False	IGHV9	IGKV8	Kappa	None	None	None
1xf5	B	A	0	P | L	peptide | protein	NA | NA	capsid protein c | protein l	IMMUNE SYSTEM	09/14/04	Complex HCV core-Fab 19D9D6-Protein L mutant (H74C, Y64W)in space group P21212	FINEGOLDIA MAGNA; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	 | finegoldia magna	Menez, R., Housden, N.G., Harrison, S., Jolivet-Reynaud, C., Gore, M.G., Stura, E.A.	2.6	X-RAY DIFFRACTION	0.240	0.199	False	False	IGHV9	IGKV8	Kappa	None	None	None
5myo	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/27/17	Structure of Pyroglutamate-Abeta-specific Fab c#6 in complex with human Abeta-pE3-12-PEGb	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Parthier, C., Piechotta, A., Stubbs, M.T.	1.59	X-RAY DIFFRACTION	0.215	0.178	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5myo	B	A	0	E	peptide	NA	amyloid beta a4 protein	IMMUNE SYSTEM	01/27/17	Structure of Pyroglutamate-Abeta-specific Fab c#6 in complex with human Abeta-pE3-12-PEGb	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Parthier, C., Piechotta, A., Stubbs, M.T.	1.59	X-RAY DIFFRACTION	0.215	0.178	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
1fgv	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	11/01/93	X-RAY STRUCTURES OF FRAGMENTS FROM BINDING AND NONBINDING VERSIONS OF A HUMANIZED ANTI-CD18 ANTIBODY: STRUCTURAL INDICATIONS OF THE KEY ROLE OF VH RESIDUES 59 TO 65	HOMO SAPIENS				Eigenbrot, C., Kessler, J.	1.9	X-RAY DIFFRACTION	unknown	0.180	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5en2	A	B	0	C	protein	NA	pre-glycoprotein polyprotein gp complex	VIRAL PROTEIN/IMMUNE SYSTEM	11/09/15	Molecular basis for antibody-mediated neutralization of New World hemorrhagic fever mammarenaviruses	JUNIN MAMMARENAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	junin mammarenavirus	Mahmutovic, S., Clark, L., Levis, S., Briggiler, A., Enria, D., Harrison, S.C., Abraham, J.	1.821	X-RAY DIFFRACTION	0.224	0.181	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
6n81	H	L	0	A	protein	NA	major capsid protein	IMMUNE SYSTEM	11/28/18	Crystal structure of GII.4 2002 norovirus P domain in complex with cross-reactive human antibody A1227	NOROVIRUS HU/GII.4/FARMINGTON HILLS/2004/USA; HOMO SAPIENS	homo sapiens	homo sapiens	norovirus hu/gii.4/farmington hills/2004/usa	Changela, A., Verardi, R., Kwong, P.D.	2.579	X-RAY DIFFRACTION	0.211	0.173	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6n81	C	D	0	B	protein	NA	major capsid protein	IMMUNE SYSTEM	11/28/18	Crystal structure of GII.4 2002 norovirus P domain in complex with cross-reactive human antibody A1227	NOROVIRUS HU/GII.4/FARMINGTON HILLS/2004/USA; HOMO SAPIENS	homo sapiens	homo sapiens	norovirus hu/gii.4/farmington hills/2004/usa	Changela, A., Verardi, R., Kwong, P.D.	2.579	X-RAY DIFFRACTION	0.211	0.173	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6bzy	H	L	0	B	peptide	NA	e2 as412 peptide	IMMUNE SYSTEM	12/26/17	Structure of the Hepatitis C virus envelope glycoprotein E2 antigenic region 412-423 bound to the 22D11 broadly neutralizing antibody	MUS MUSCULUS; HEPACIVIRUS C	mus musculus	mus musculus	hepacivirus c	Tzarum, N., Alemn, F., Wilson, I.A., Law, M.	1.6	X-RAY DIFFRACTION	0.218	0.188	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
4ygv	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/26/15	Reversal Agent for Dabigatran	HOMO SAPIENS	homo sapiens	homo sapiens		Schiele, F., Nar, H.	1.76	X-RAY DIFFRACTION	0.198	0.178	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4ygv	F	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/26/15	Reversal Agent for Dabigatran	HOMO SAPIENS	homo sapiens	homo sapiens		Schiele, F., Nar, H.	1.76	X-RAY DIFFRACTION	0.198	0.178	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6gku	H	L	0	A	protein	NA	galectin-10	SUGAR BINDING PROTEIN	05/21/18	Structure of galectin-10 in complex with the Fab fragment of a Charcot-Leyden crystal solubilizing antibody, 6F5	HOMO SAPIENS; LAMA GLAMA	lama glama	lama glama	homo sapiens	Verstraete, K., Verschueren, K., Savvides, S.N.	1.91	X-RAY DIFFRACTION	0.201	0.166	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6kdh	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/19	Antibody 64M-5 Fab including isoAsp in ligand-free form	MUS MUSCULUS	mus musculus	mus musculus		Yokoyama, H., Mizutani, R., Noguchi, S., Hayashida, N.	2.47	X-RAY DIFFRACTION	0.253	0.194	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
6hxw	C	D	0	B	protein	NA	5'-nucleotidase	IMMUNE SYSTEM	10/18/18	structure of human CD73 in complex with antibody IPH53	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Roussel, A., Amigues, B.	2.78	X-RAY DIFFRACTION	0.232	0.192	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6hxw	H	L	0	A	protein	NA	5'-nucleotidase	IMMUNE SYSTEM	10/18/18	structure of human CD73 in complex with antibody IPH53	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Roussel, A., Amigues, B.	2.78	X-RAY DIFFRACTION	0.232	0.192	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5fgb	E	B	0	G	peptide	NA	genome polyprotein	IMMUNE SYSTEM	12/20/15	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC33.4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus genotype 1a (isolate h)	Girard-Blanc, C., Rey, F.A., Krey, T.	1.65	X-RAY DIFFRACTION	0.190	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5fgb	C	A	0	F	peptide	NA	genome polyprotein	IMMUNE SYSTEM	12/20/15	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC33.4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus genotype 1a (isolate h)	Girard-Blanc, C., Rey, F.A., Krey, T.	1.65	X-RAY DIFFRACTION	0.190	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
3sob	H	L	0	B	protein	NA	low-density lipoprotein receptor-related protein 6	PROTEIN BINDING/IMMUNE SYSTEM	06/30/11	The structure of the first YWTD beta propeller domain of LRP6 in complex with a FAB	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wang, W., Bourhis, E., Tam, C., Zhang, Y., Rouge, L., Wu, Y., Franke, Y., Cochran, A.G.	1.9	X-RAY DIFFRACTION	0.212	0.174	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3x3g	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/20/15	Fab fragment from anti TRAIL-R2 Human Agonist Antibody KMTR2	HOMO SAPIENS	homo sapiens	homo sapiens		Tamada, T.	2.51	X-RAY DIFFRACTION	0.224	0.186	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1mpa	H	L	0	P	peptide	NA	pora p1.16 peptide fluorescein conjugate	COMPLEX (IMMUNOGLOBULIN/PEPTIDE)	02/26/97	BACTERICIDAL ANTIBODY AGAINST NEISSERIA MENINGITIDIS	MUS MUSCULUS	mus musculus	mus musculus		Van Den Elsen, J.M.H., Herron, J.N., Kroon, J., Gros, P.	2.6	X-RAY DIFFRACTION	0.309	0.194	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6qnk	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/11/19	Antibody FAB fragment targeting Gi protein heterotrimer	MUS MUSCULUS	mus musculus	mus musculus		Tsai, C.-J., Muehle, J., Pamula, F., Dawson, R.J.P., Maeda, S., Deupi, X., Schertler, G.F.X.	1.9	X-RAY DIFFRACTION	0.212	0.180	False	True	IGHV5	IGKV2	Kappa	None	None	None	None	None
6qnk	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/11/19	Antibody FAB fragment targeting Gi protein heterotrimer	MUS MUSCULUS	mus musculus	mus musculus		Tsai, C.-J., Muehle, J., Pamula, F., Dawson, R.J.P., Maeda, S., Deupi, X., Schertler, G.F.X.	1.9	X-RAY DIFFRACTION	0.212	0.180	False	True	IGHV5	IGKV2	Kappa	None	None	None	None	None
6wos	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/25/20	Structure of broadly neutralizing antibody AR3B	HOMO SAPIENS	homo sapiens	homo sapiens		Tzarum, N., Wilson, I.A., Law, M.	1.645	X-RAY DIFFRACTION	0.232	0.194	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
